train_loss,train_iou,train_acc,val_loss,val_iou,val_acc
0.25945363174967406,0.6165117025375366,0.8411242365837097,0.2857710304670036,0.6034320592880249,0.8479110598564148
0.2587047374131633,0.6168889999389648,0.8406733274459839,0.2853552907705307,0.6028121709823608,0.8480820655822754
0.25653585737325896,0.619613766670227,0.8419945240020752,0.2849681286141276,0.6030136346817017,0.8490092754364014
0.2565857443739386,0.6190568804740906,0.8414357900619507,0.28491203393787146,0.6035975813865662,0.8486324548721313
0.2566913255289489,0.6202767491340637,0.8416476249694824,0.2842879413627088,0.6036794185638428,0.8492676019668579
0.2679592489528389,0.604151725769043,0.8361037373542786,0.29126827893778684,0.5942980051040649,0.8474619388580322
0.26917497254386336,0.6055327653884888,0.8354961276054382,0.2935230635106564,0.5924646258354187,0.8458152413368225
0.2646269667215374,0.609763503074646,0.8377148509025574,0.28568226136267183,0.6017717123031616,0.8493175506591797
0.2641539902162819,0.6103533506393433,0.8378540873527527,0.28497272711247207,0.6031481027603149,0.8483986258506775
0.2597814115906964,0.615054190158844,0.8401508927345276,0.2848793089389801,0.6000139117240906,0.8472704291343689
0.26140613023306475,0.6149094104766846,0.8391900658607483,0.283921835757792,0.6070087552070618,0.849798321723938
0.2575012566913076,0.6185992360115051,0.841474711894989,0.2810502527281642,0.6047644019126892,0.8495661616325378
0.2570828004043643,0.6200289130210876,0.8418439626693726,0.2823600285686553,0.6046051979064941,0.8498067855834961
0.25469731566618803,0.6203194856643677,0.841993510723114,0.27914335764944553,0.6104096174240112,0.8520410060882568
0.2563315228003414,0.6199284195899963,0.8424952030181885,0.2788843155838549,0.6098803281784058,0.8503303527832031
0.2529541086248991,0.6234288215637207,0.8438614010810852,0.2764136530458927,0.6112512946128845,0.8535758852958679
0.2510548276143248,0.6250672936439514,0.8438215851783752,0.2762995702214539,0.6123195290565491,0.8528680801391602
0.2518545943481916,0.6259174346923828,0.8447542786598206,0.27486731400713327,0.6151325702667236,0.8529760241508484
0.2522102760500601,0.6247562766075134,0.8440333008766174,0.27678015679121015,0.6121731400489807,0.8518284559249878
0.2506455094957886,0.6271239519119263,0.8445058465003967,0.27530108783394097,0.6129844188690186,0.8543840050697327
0.2486260287484535,0.6288949251174927,0.8457070589065552,0.2753654830157757,0.6142561435699463,0.8523118495941162
0.24706420314913036,0.6311652660369873,0.8470300436019897,0.271522865537554,0.619399905204773,0.8543392419815063
0.24600472921082953,0.6328299045562744,0.8471924066543579,0.27240474009886384,0.6176123023033142,0.8540788888931274
0.2447449385869403,0.6329338550567627,0.8476138710975647,0.27124737640842794,0.6183789968490601,0.8548469543457031
0.24388991229507437,0.6355434060096741,0.8481119871139526,0.2698955654166639,0.6190543174743652,0.8552377820014954
0.24288593128281816,0.6354731321334839,0.8483880758285522,0.2687024866230786,0.6220773458480835,0.8554298877716064
0.2437098515050418,0.6352193355560303,0.8485924601554871,0.2680014997720718,0.6229242086410522,0.8559813499450684
0.2414746268206284,0.6373312473297119,0.8497061729431152,0.2678630527108908,0.622327446937561,0.8551807999610901
0.2415064878406979,0.63790363073349,0.8492839932441711,0.26751270378008485,0.6210005283355713,0.8548228144645691
0.24211050849668786,0.6372460722923279,0.8495519161224365,0.2667053985409439,0.6229921579360962,0.8554216623306274
0.24112770779460085,0.6386836171150208,0.8496439456939697,0.2672211985103786,0.6214916706085205,0.8558326959609985
0.23962931602108045,0.6401709318161011,0.8506489992141724,0.2656482310965657,0.6242352724075317,0.856990396976471
0.24148100176278284,0.638841986656189,0.8494172692298889,0.2654709401540458,0.6244789958000183,0.8567057847976685
0.2390453746589292,0.6420799493789673,0.8508060574531555,0.2651294028386474,0.5617555975914001,0.8579594492912292
0.23814767352840147,0.6410341262817383,0.8508691191673279,0.2649450461380184,0.6246913075447083,0.8568461537361145
